"Value","Year","Convergence_year","Scenario","Unit"
36.901353,2005,2030,"SSP1-19","Mt CO2"
37.171597,2006,2030,"SSP1-19","Mt CO2"
38.286019,2007,2030,"SSP1-19","Mt CO2"
38.426592,2008,2030,"SSP1-19","Mt CO2"
38.831762,2009,2030,"SSP1-19","Mt CO2"
42.413616,2010,2030,"SSP1-19","Mt CO2"
44.763911,2011,2030,"SSP1-19","Mt CO2"
43.692284,2012,2030,"SSP1-19","Mt CO2"
43.917804,2013,2030,"SSP1-19","Mt CO2"
44.459324,2014,2030,"SSP1-19","Mt CO2"
45.49601,2015,2030,"SSP1-19","Mt CO2"
46.065234,2016,2030,"SSP1-19","Mt CO2"
47.407144,2017,2030,"SSP1-19","Mt CO2"
45.4702006773562,2018,2030,"SSP1-19","Mt CO2"
43.9017964008567,2019,2030,"SSP1-19","Mt CO2"
42.2856529697694,2020,2030,"SSP1-19","Mt CO2"
38.8422669879681,2021,2030,"SSP1-19","Mt CO2"
35.5386955812422,2022,2030,"SSP1-19","Mt CO2"
32.374938749592,2023,2030,"SSP1-19","Mt CO2"
29.3509964930172,2024,2030,"SSP1-19","Mt CO2"
26.466868811518,2025,2030,"SSP1-19","Mt CO2"
23.7225557050944,2026,2030,"SSP1-19","Mt CO2"
21.1180571737463,2027,2030,"SSP1-19","Mt CO2"
18.6533732174737,2028,2030,"SSP1-19","Mt CO2"
16.3285038362767,2029,2030,"SSP1-19","Mt CO2"
14.1434490301552,2030,2030,"SSP1-19","Mt CO2"
13.2513598864508,2031,2030,"SSP1-19","Mt CO2"
12.3592707427464,2032,2030,"SSP1-19","Mt CO2"
11.467181599042,2033,2030,"SSP1-19","Mt CO2"
10.5750924553376,2034,2030,"SSP1-19","Mt CO2"
9.68300331163317,2035,2030,"SSP1-19","Mt CO2"
8.79091416792876,2036,2030,"SSP1-19","Mt CO2"
7.89882502422435,2037,2030,"SSP1-19","Mt CO2"
7.00673588051994,2038,2030,"SSP1-19","Mt CO2"
6.11464673681554,2039,2030,"SSP1-19","Mt CO2"
5.22255759311113,2040,2030,"SSP1-19","Mt CO2"
4.8191768003077,2041,2030,"SSP1-19","Mt CO2"
4.41579600750428,2042,2030,"SSP1-19","Mt CO2"
4.01241521470085,2043,2030,"SSP1-19","Mt CO2"
3.60903442189742,2044,2030,"SSP1-19","Mt CO2"
3.20565362909399,2045,2030,"SSP1-19","Mt CO2"
2.80227283629057,2046,2030,"SSP1-19","Mt CO2"
2.39889204348714,2047,2030,"SSP1-19","Mt CO2"
1.99551125068371,2048,2030,"SSP1-19","Mt CO2"
1.59213045788028,2049,2030,"SSP1-19","Mt CO2"
1.18874966507686,2050,2030,"SSP1-19","Mt CO2"
36.901353,2005,2030,"SSP1-26","Mt CO2"
37.171597,2006,2030,"SSP1-26","Mt CO2"
38.286019,2007,2030,"SSP1-26","Mt CO2"
38.426592,2008,2030,"SSP1-26","Mt CO2"
38.831762,2009,2030,"SSP1-26","Mt CO2"
42.413616,2010,2030,"SSP1-26","Mt CO2"
44.763911,2011,2030,"SSP1-26","Mt CO2"
43.692284,2012,2030,"SSP1-26","Mt CO2"
43.917804,2013,2030,"SSP1-26","Mt CO2"
44.459324,2014,2030,"SSP1-26","Mt CO2"
45.49601,2015,2030,"SSP1-26","Mt CO2"
46.065234,2016,2030,"SSP1-26","Mt CO2"
47.407144,2017,2030,"SSP1-26","Mt CO2"
45.5875627112856,2018,2030,"SSP1-26","Mt CO2"
44.051158472192,2019,2030,"SSP1-26","Mt CO2"
42.4634547582253,2020,2030,"SSP1-26","Mt CO2"
40.2711578614136,2021,2030,"SSP1-26","Mt CO2"
38.0858768032906,2022,2030,"SSP1-26","Mt CO2"
35.9076115838563,2023,2030,"SSP1-26","Mt CO2"
33.7363622031106,2024,2030,"SSP1-26","Mt CO2"
31.5721286610536,2025,2030,"SSP1-26","Mt CO2"
29.4149109576853,2026,2030,"SSP1-26","Mt CO2"
27.2647090930056,2027,2030,"SSP1-26","Mt CO2"
25.1215230670147,2028,2030,"SSP1-26","Mt CO2"
22.9853528797123,2029,2030,"SSP1-26","Mt CO2"
20.8561985310987,2030,2030,"SSP1-26","Mt CO2"
20.2975834480255,2031,2030,"SSP1-26","Mt CO2"
19.7389683649522,2032,2030,"SSP1-26","Mt CO2"
19.1803532818789,2033,2030,"SSP1-26","Mt CO2"
18.6217381988057,2034,2030,"SSP1-26","Mt CO2"
18.0631231157324,2035,2030,"SSP1-26","Mt CO2"
17.5045080326592,2036,2030,"SSP1-26","Mt CO2"
16.9458929495859,2037,2030,"SSP1-26","Mt CO2"
16.3872778665127,2038,2030,"SSP1-26","Mt CO2"
15.8286627834394,2039,2030,"SSP1-26","Mt CO2"
15.2700477003662,2040,2030,"SSP1-26","Mt CO2"
14.7704999829736,2041,2030,"SSP1-26","Mt CO2"
14.270952265581,2042,2030,"SSP1-26","Mt CO2"
13.7714045481884,2043,2030,"SSP1-26","Mt CO2"
13.2718568307959,2044,2030,"SSP1-26","Mt CO2"
12.7723091134033,2045,2030,"SSP1-26","Mt CO2"
12.2727613960107,2046,2030,"SSP1-26","Mt CO2"
11.7732136786181,2047,2030,"SSP1-26","Mt CO2"
11.2736659612255,2048,2030,"SSP1-26","Mt CO2"
10.7741182438329,2049,2030,"SSP1-26","Mt CO2"
10.2745705264404,2050,2030,"SSP1-26","Mt CO2"
36.901353,2005,2040,"SSP1-19","Mt CO2"
37.171597,2006,2040,"SSP1-19","Mt CO2"
38.286019,2007,2040,"SSP1-19","Mt CO2"
38.426592,2008,2040,"SSP1-19","Mt CO2"
38.831762,2009,2040,"SSP1-19","Mt CO2"
42.413616,2010,2040,"SSP1-19","Mt CO2"
44.763911,2011,2040,"SSP1-19","Mt CO2"
43.692284,2012,2040,"SSP1-19","Mt CO2"
43.917804,2013,2040,"SSP1-19","Mt CO2"
44.459324,2014,2040,"SSP1-19","Mt CO2"
45.49601,2015,2040,"SSP1-19","Mt CO2"
46.065234,2016,2040,"SSP1-19","Mt CO2"
47.407144,2017,2040,"SSP1-19","Mt CO2"
46.3930301160849,2018,2040,"SSP1-19","Mt CO2"
45.7687472849475,2019,2040,"SSP1-19","Mt CO2"
45.1180173058556,2020,2040,"SSP1-19","Mt CO2"
42.4940361553228,2021,2040,"SSP1-19","Mt CO2"
39.9475112728187,2022,2040,"SSP1-19","Mt CO2"
37.4784426583434,2023,2040,"SSP1-19","Mt CO2"
35.0868303118969,2024,2040,"SSP1-19","Mt CO2"
32.7726742334792,2025,2040,"SSP1-19","Mt CO2"
30.5359744230903,2026,2040,"SSP1-19","Mt CO2"
28.3767308807301,2027,2040,"SSP1-19","Mt CO2"
26.2949436063987,2028,2040,"SSP1-19","Mt CO2"
24.2906126000961,2029,2040,"SSP1-19","Mt CO2"
22.3637378618223,2030,2040,"SSP1-19","Mt CO2"
20.2172722336189,2031,2040,"SSP1-19","Mt CO2"
18.1698872668847,2032,2040,"SSP1-19","Mt CO2"
16.2215829616196,2033,2040,"SSP1-19","Mt CO2"
14.3723593178235,2034,2040,"SSP1-19","Mt CO2"
12.6222163354966,2035,2040,"SSP1-19","Mt CO2"
10.9711540146388,2036,2040,"SSP1-19","Mt CO2"
9.41917235525009,2037,2040,"SSP1-19","Mt CO2"
7.96627135733049,2038,2040,"SSP1-19","Mt CO2"
6.61245102088,2039,2040,"SSP1-19","Mt CO2"
5.35771134589863,2040,2040,"SSP1-19","Mt CO2"
4.94389152452006,2041,2040,"SSP1-19","Mt CO2"
4.5300717031415,2042,2040,"SSP1-19","Mt CO2"
4.11625188176294,2043,2040,"SSP1-19","Mt CO2"
3.70243206038437,2044,2040,"SSP1-19","Mt CO2"
3.28861223900581,2045,2040,"SSP1-19","Mt CO2"
2.87479241762725,2046,2040,"SSP1-19","Mt CO2"
2.46097259624869,2047,2040,"SSP1-19","Mt CO2"
2.04715277487012,2048,2040,"SSP1-19","Mt CO2"
1.63333295349156,2049,2040,"SSP1-19","Mt CO2"
1.219513132113,2050,2040,"SSP1-19","Mt CO2"
36.901353,2005,2040,"SSP1-26","Mt CO2"
37.171597,2006,2040,"SSP1-26","Mt CO2"
38.286019,2007,2040,"SSP1-26","Mt CO2"
38.426592,2008,2040,"SSP1-26","Mt CO2"
38.831762,2009,2040,"SSP1-26","Mt CO2"
42.413616,2010,2040,"SSP1-26","Mt CO2"
44.763911,2011,2040,"SSP1-26","Mt CO2"
43.692284,2012,2040,"SSP1-26","Mt CO2"
43.917804,2013,2040,"SSP1-26","Mt CO2"
44.459324,2014,2040,"SSP1-26","Mt CO2"
45.49601,2015,2040,"SSP1-26","Mt CO2"
46.065234,2016,2040,"SSP1-26","Mt CO2"
47.407144,2017,2040,"SSP1-26","Mt CO2"
46.5127740427328,2018,2040,"SSP1-26","Mt CO2"
45.9244610701986,2019,2040,"SSP1-26","Mt CO2"
45.3077285579036,2020,2040,"SSP1-26","Mt CO2"
44.0572646985233,2021,2040,"SSP1-26","Mt CO2"
42.8106875632675,2022,2040,"SSP1-26","Mt CO2"
41.5679971521363,2023,2040,"SSP1-26","Mt CO2"
40.3291934651297,2024,2040,"SSP1-26","Mt CO2"
39.0942765022477,2025,2040,"SSP1-26","Mt CO2"
37.8632462634903,2026,2040,"SSP1-26","Mt CO2"
36.6361027488575,2027,2040,"SSP1-26","Mt CO2"
35.4128459583493,2028,2040,"SSP1-26","Mt CO2"
34.1934758919657,2029,2040,"SSP1-26","Mt CO2"
32.9779925497067,2030,2040,"SSP1-26","Mt CO2"
30.9675213540094,2031,2040,"SSP1-26","Mt CO2"
29.019093231393,2032,2040,"SSP1-26","Mt CO2"
27.1327081818574,2033,2040,"SSP1-26","Mt CO2"
25.3083662054028,2034,2040,"SSP1-26","Mt CO2"
23.546067302029,2035,2040,"SSP1-26","Mt CO2"
21.8458114717361,2036,2040,"SSP1-26","Mt CO2"
20.2075987145241,2037,2040,"SSP1-26","Mt CO2"
18.631429030393,2038,2040,"SSP1-26","Mt CO2"
17.1173024193428,2039,2040,"SSP1-26","Mt CO2"
15.6652188813735,2040,2040,"SSP1-26","Mt CO2"
15.1527434465746,2041,2040,"SSP1-26","Mt CO2"
14.6402680117757,2042,2040,"SSP1-26","Mt CO2"
14.1277925769768,2043,2040,"SSP1-26","Mt CO2"
13.6153171421779,2044,2040,"SSP1-26","Mt CO2"
13.1028417073789,2045,2040,"SSP1-26","Mt CO2"
12.59036627258,2046,2040,"SSP1-26","Mt CO2"
12.0778908377811,2047,2040,"SSP1-26","Mt CO2"
11.5654154029822,2048,2040,"SSP1-26","Mt CO2"
11.0529399681833,2049,2040,"SSP1-26","Mt CO2"
10.5404645333844,2050,2040,"SSP1-26","Mt CO2"
36.901353,2005,2050,"SSP1-19","Mt CO2"
37.171597,2006,2050,"SSP1-19","Mt CO2"
38.286019,2007,2050,"SSP1-19","Mt CO2"
38.426592,2008,2050,"SSP1-19","Mt CO2"
38.831762,2009,2050,"SSP1-19","Mt CO2"
42.413616,2010,2050,"SSP1-19","Mt CO2"
44.763911,2011,2050,"SSP1-19","Mt CO2"
43.692284,2012,2050,"SSP1-19","Mt CO2"
43.917804,2013,2050,"SSP1-19","Mt CO2"
44.459324,2014,2050,"SSP1-19","Mt CO2"
45.49601,2015,2050,"SSP1-19","Mt CO2"
46.065234,2016,2050,"SSP1-19","Mt CO2"
47.407144,2017,2050,"SSP1-19","Mt CO2"
46.7589960144966,2018,2050,"SSP1-19","Mt CO2"
46.5091228396416,2019,2050,"SSP1-19","Mt CO2"
46.2412462747028,2020,2050,"SSP1-19","Mt CO2"
43.9422159901189,2021,2050,"SSP1-19","Mt CO2"
41.6959125783971,2022,2050,"SSP1-19","Mt CO2"
39.5023360395373,2023,2050,"SSP1-19","Mt CO2"
37.3614863735396,2024,2050,"SSP1-19","Mt CO2"
35.273363580404,2025,2050,"SSP1-19","Mt CO2"
33.2379676601305,2026,2050,"SSP1-19","Mt CO2"
31.2552986127189,2027,2050,"SSP1-19","Mt CO2"
29.3253564381695,2028,2050,"SSP1-19","Mt CO2"
27.4481411364821,2029,2050,"SSP1-19","Mt CO2"
25.6236527076568,2030,2050,"SSP1-19","Mt CO2"
23.5065159850453,2031,2050,"SSP1-19","Mt CO2"
21.4568265274947,2032,2050,"SSP1-19","Mt CO2"
19.4745843350052,2033,2050,"SSP1-19","Mt CO2"
17.5597894075765,2034,2050,"SSP1-19","Mt CO2"
15.7124417452089,2035,2050,"SSP1-19","Mt CO2"
13.9325413479022,2036,2050,"SSP1-19","Mt CO2"
12.2200882156566,2037,2050,"SSP1-19","Mt CO2"
10.5750823484718,2038,2050,"SSP1-19","Mt CO2"
8.99752374634808,2039,2050,"SSP1-19","Mt CO2"
7.4874124092853,2040,2050,"SSP1-19","Mt CO2"
6.72691910611335,2041,2050,"SSP1-19","Mt CO2"
5.99692379907186,2042,2050,"SSP1-19","Mt CO2"
5.29742648816082,2043,2050,"SSP1-19","Mt CO2"
4.62842717338024,2044,2050,"SSP1-19","Mt CO2"
3.98992585473011,2045,2050,"SSP1-19","Mt CO2"
3.38192253221043,2046,2050,"SSP1-19","Mt CO2"
2.80441720582121,2047,2050,"SSP1-19","Mt CO2"
2.25740987556244,2048,2050,"SSP1-19","Mt CO2"
1.74090054143413,2049,2050,"SSP1-19","Mt CO2"
1.25488920343627,2050,2050,"SSP1-19","Mt CO2"
36.901353,2005,2050,"SSP1-26","Mt CO2"
37.171597,2006,2050,"SSP1-26","Mt CO2"
38.286019,2007,2050,"SSP1-26","Mt CO2"
38.426592,2008,2050,"SSP1-26","Mt CO2"
38.831762,2009,2050,"SSP1-26","Mt CO2"
42.413616,2010,2050,"SSP1-26","Mt CO2"
44.763911,2011,2050,"SSP1-26","Mt CO2"
43.692284,2012,2050,"SSP1-26","Mt CO2"
43.917804,2013,2050,"SSP1-26","Mt CO2"
44.459324,2014,2050,"SSP1-26","Mt CO2"
45.49601,2015,2050,"SSP1-26","Mt CO2"
46.065234,2016,2050,"SSP1-26","Mt CO2"
47.407144,2017,2050,"SSP1-26","Mt CO2"
46.8796845268632,2018,2050,"SSP1-26","Mt CO2"
46.6673555201426,2019,2050,"SSP1-26","Mt CO2"
46.4356804553443,2020,2050,"SSP1-26","Mt CO2"
45.5587187397319,2021,2050,"SSP1-26","Mt CO2"
44.6844028372214,2022,2050,"SSP1-26","Mt CO2"
43.8127327478126,2023,2050,"SSP1-26","Mt CO2"
42.9437084715056,2024,2050,"SSP1-26","Mt CO2"
42.0773300083004,2025,2050,"SSP1-26","Mt CO2"
41.2135973581971,2026,2050,"SSP1-26","Mt CO2"
40.3525105211955,2027,2050,"SSP1-26","Mt CO2"
39.4940694972958,2028,2050,"SSP1-26","Mt CO2"
38.6382742864978,2029,2050,"SSP1-26","Mt CO2"
37.7851248888017,2030,2050,"SSP1-26","Mt CO2"
36.0057740388328,2031,2050,"SSP1-26","Mt CO2"
34.2686578240919,2032,2050,"SSP1-26","Mt CO2"
32.5737762445788,2033,2050,"SSP1-26","Mt CO2"
30.9211293002935,2034,2050,"SSP1-26","Mt CO2"
29.3107169912362,2035,2050,"SSP1-26","Mt CO2"
27.7425393174067,2036,2050,"SSP1-26","Mt CO2"
26.2165962788051,2037,2050,"SSP1-26","Mt CO2"
24.7328878754313,2038,2050,"SSP1-26","Mt CO2"
23.2914141072854,2039,2050,"SSP1-26","Mt CO2"
21.8921749743674,2040,2050,"SSP1-26","Mt CO2"
20.6176205313671,2041,2050,"SSP1-26","Mt CO2"
19.3808348781153,2042,2050,"SSP1-26","Mt CO2"
18.1818180146122,2043,2050,"SSP1-26","Mt CO2"
17.0205699408576,2044,2050,"SSP1-26","Mt CO2"
15.8970906568516,2045,2050,"SSP1-26","Mt CO2"
14.8113801625943,2046,2050,"SSP1-26","Mt CO2"
13.7634384580855,2047,2050,"SSP1-26","Mt CO2"
12.7532655433254,2048,2050,"SSP1-26","Mt CO2"
11.7808614183138,2049,2050,"SSP1-26","Mt CO2"
10.8462260830509,2050,2050,"SSP1-26","Mt CO2"
36.901353,2005,NA,"INDC","Mt CO2"
37.171597,2006,NA,"INDC","Mt CO2"
38.286019,2007,NA,"INDC","Mt CO2"
38.426592,2008,NA,"INDC","Mt CO2"
38.831762,2009,NA,"INDC","Mt CO2"
42.413616,2010,NA,"INDC","Mt CO2"
44.763911,2011,NA,"INDC","Mt CO2"
43.692284,2012,NA,"INDC","Mt CO2"
43.917804,2013,NA,"INDC","Mt CO2"
44.459324,2014,NA,"INDC","Mt CO2"
45.49601,2015,NA,"INDC","Mt CO2"
46.065234,2016,NA,"INDC","Mt CO2"
47.407144,2017,NA,"INDC","Mt CO2"
48.5880985968584,2018,NA,"INDC","Mt CO2"
50.8522891362556,2019,NA,"INDC","Mt CO2"
53.0837351092296,2020,NA,"INDC","Mt CO2"
53.6383368251172,2021,NA,"INDC","Mt CO2"
54.1813987413191,2022,NA,"INDC","Mt CO2"
54.7129208578354,2023,NA,"INDC","Mt CO2"
55.2329031746659,2024,NA,"INDC","Mt CO2"
55.7413456918108,2025,NA,"INDC","Mt CO2"
56.0704725756657,2026,NA,"INDC","Mt CO2"
56.390295644219,2027,NA,"INDC","Mt CO2"
56.7008148974705,2028,NA,"INDC","Mt CO2"
57.0020303354203,2029,NA,"INDC","Mt CO2"
57.2939419580684,2030,NA,"INDC","Mt CO2"
